chave,valor
m09_ex43_n,           11
m09_ex43_Qbar,2.20636363636
m09_ex43_Pbar,1.01090909091
m09_ex43_lin_b1,2.69112393864
m09_ex43_lin_b2,-0.47952907599
m09_ex43_lin_ep2,0.114021780203
m09_ex43_lin_t2,-4.20559190653
m09_ex43_lin_p2,0.00228767780827
m09_ex43_lin_r2,0.662757189178
m09_ex43_linlog_b1,2.18483903434
m09_ex43_linlog_b2,-0.552058739924
m09_ex43_linlog_ep2,0.11726179872
m09_ex43_linlog_t2,-4.70791635427
m09_ex43_linlog_p2,0.00110775565927
m09_ex43_linlog_r2,0.711209651501
m09_ex43_loglin_b1,1.00996481731
m09_ex43_loglin_b2,-0.220278001297
m09_ex43_loglin_ep2,0.0484034637423
m09_ex43_loglin_t2,-4.55087269104
m09_ex43_loglin_p2,0.00138421037987
m09_ex43_loglin_r2,0.697076202223
m09_ex43_loglog_b1,0.777417591975
m09_ex43_loglog_b2,-0.253046124957
m09_ex43_loglog_ep2,0.0493740216129
m09_ex43_loglog_t2,-5.12508636508
m09_ex43_loglog_p2,0.000623689950321
m09_ex43_loglog_r2,0.744800380408
m09_ex43_inv_b1,1.57773769478
m09_ex43_inv_b2,0.578951962083
m09_ex43_inv_ep2,0.117100070999
m09_ex43_inv_t2,4.94407865978
m09_ex43_inv_p2,0.000797758558671
m09_ex43_inv_r2,0.730892740144
m09_ex43_elast_lin,-0.219710066955
m09_ex43_elast_linlog,-0.250212037049
m09_ex43_elast_loglin,-0.222681034038
m09_ex43_elast_loglog,-0.253046124957
m09_ex43_elast_inv,-0.259569306528
m09_ex57b_r2,0.918537318112
m09_ex57b_ssr,0.572226462654
m09_ex57b_b_Intercept,-1.08207148733
m09_ex57b_t_Intercept,-7.4548196053
m09_ex57b_p_Intercept,1.36843834725e-06
m09_ex57b_b_X,0.117845048596
m09_ex57b_t_X,13.4316399701
m09_ex57b_p_X,3.95460212667e-10
m09_ex57c_r2,0.925693526809
m09_ex57c_ssr,0.521958390286
m09_ex57c_b_Intercept,-1.33113090004
m09_ex57c_t_Intercept,-5.28498306882
m09_ex57c_p_Intercept,9.16280941146e-05
m09_ex57c_b_D,0.172511656027
m09_ex57c_t_D,1.20191513438
m09_ex57c_p_D,0.248028785889
m09_ex57c_b_X,0.130011595853
m09_ex57c_t_X,9.76223219328
m09_ex57c_p_X,6.85162147209e-08
m09_ex57d_r2,0.921028537327
m09_ex57d_ssr,0.554727142398
m09_ex57d_b_Intercept,-1.22107147997
m09_ex57d_t_Intercept,-4.87969611797
m09_ex57d_p_Intercept,0.000200117999376
m09_ex57d_b_IXD,0.00949894147683
m09_ex57d_t_IXD,0.687886064022
m09_ex57d_p_IXD,0.502024095524
m09_ex57d_b_X,0.124605511469
m09_ex57d_t_X,9.38754151873
m09_ex57d_p_X,1.14015004949e-07
m09_ex57e_r2,0.961119665373
m09_ex57e_ssr,0.273111022551
m09_ex57e_b_Intercept,-1.45086395212
m09_ex57e_t_Intercept,-7.57461565817
m09_ex57e_p_Intercept,2.57160757106e-06
m09_ex57e_b_D,2.30485016998
m09_ex57e_t_D,3.79947121747
m09_ex57e_p_D,0.0019528468635
m09_ex57e_b_IXD,-0.20219609465
m09_ex57e_t_IXD,-3.57158449803
m09_ex57e_p_IXD,0.0030666425542
m09_ex57e_b_X,0.136492410579
m09_ex57e_t_X,13.4669190203
m09_ex57e_p_X,2.10029369766e-09
m09_ex57_tcrit_5pct_gl15,2.13144954556
m09_chow_ssr_pooled,0.572226462654
m09_chow_ssr_1,0.026536761198
m09_chow_ssr_2,0.246574261353
m09_chow_F,7.66650888404
m09_chow_p,0.00564155767771
m09_chow_Fcrit5,3.73889183244
m09_chow_F_interagido,7.66650888404
m09_chow_dif,2.04281036531e-14
m09_ex61_posto,            2
m09_ex61_K,            3
m09_ex61_det_XtX,-3.99680288865e-15
m09_ex61_autoval_min,-2.6645352591e-15
m09_ex61_posto_sem_const,            2
m09_ex61_posto_uma_dummy,            2
m09_dummy_aprox_pct,    -7.629062
m09_dummy_exato_pct,-7.34531056309
m09_dummy_dif_pp,-0.283751436908
m09_quad_a3,   0.04291665
m09_quad_a4,  -0.00070803
m09_quad_xstar,30.3070844456
m09_quad_segunda_derivada,  -0.00141606
m09_ex47_alfa_hat,0.60998387167
m09_ex47_beta_hat,0.318199134657
m09_ex47_A_hat,2.00799770818
m09_ex47_soma,0.928183006327
m09_ex47_alfa_aditivo,1.08749328091
m09_did_beta3_verdadeiro,          1.5
m09_did_medias,1.58999745722
m09_did_regressao,1.58999745722
m09_did_dif,4.4408920985e-16
m09_did_ep,0.174963028213
m09_did_com_x,1.58999745722
m09_did_dif_com_x,1.33226762955e-15
m09_did_primeiras_dif,1.58999745722
m09_did_fd_dif,1.55431223448e-15
