chave,valor
m05_sim_b_k,0.600055174673
m05_sim_b_l,0.453895505935
m05_sim_soma_b,1.05395068061
m05_sim_bstar_k,0.577550733891
m05_sim_bstar_l,0.422449266109
m05_sim_rbstar,            1
m05_sim_lambda,7.74524873142
m05_sim_ssr_u,49.2487942572
m05_sim_ssr_r,49.6666556978
m05_sim_dif_ssr,0.417861440533
m05_sim_forma_quad,0.417861440533
m05_sim_F_wald,1.67148668361
m05_sim_F_ssr,1.67148668361
m05_sim_F_r2,1.67148668361
m05_sim_F_car,1.67148668361
m05_sim_t_crs,1.29285988553
m05_sim_t2,1.67148668361
m05_sim_p_F,0.197573703693
m05_sim_r2_u,0.770353748004
m05_sim_r2_r,0.768405267536
m05_sim_corr_lk_ll,0.446917692424
m05_sim_ee_curta,79.3123022441
m05_sim_uu_longa,49.2487942572
m05_sim_r2parc,0.379052267255
m05_sim_t_ll,10.9661741774
m05_sim_r2_curta,0.630168144779
m05_sim_prop_teorema_t1,            1
m05_fig1_r2_final,0.793503772726
m05_fig1_r2a_final,0.774215663585
m05_fig1_r2a_inicial,0.768022313974
m05_sim_loglik,-143.644458509
m05_sim_aic_eviews,1.46644458509
m05_sim_sc_eviews,1.51591934559
m05_sim_aic_greene,-1.37143248132
m05_sim_aic_R,295.288917019
m05_const_1_ln2pi,2.83787706641
m05_ex55_s2,0.436786515155
m05_ex55_s,0.660898263847
m05_ex55_dif_ssr,        48.59
m05_ex55_F_crs,111.244276813
m05_ex55_p_crs,5.66225755239e-26
m05_ex55_soma,      0.92558
m05_ex55_t_crs,-10.5472402463
m05_ex55_se_soma,0.00705587416825
m05_ex55_cov_bkbl,-9.12637036094e-06
m05_ex55_corr_bkbl,-0.522042344058
m05_ex55_r_lk_ll,0.522042344058
m05_ex55_desvio,     -0.07442
m05_ex55_fiv,1.37462374811
m05_ex55_F_glob,66164.8184527
m05_ex55_sst,75135.4209557
m05_ex55_r2adj,0.769263373353
m05_ex55_efeito10_aprox,      2.88255
m05_ex55_efeito10_exato,2.78545162697
m05_ex55_escala10_exato,9.22253234829
m05_ex55_escala10_aprox,       9.2558
m05_ex55_z10,1.64485362695
m05_ex55_z10_uni,1.28155156554
m05_ex55_Fcrit10,2.70566975938
m05_ex55_Fcrit05,3.84169313128
m05_ex55_Fcrit10_glob,2.30271868425
m05_ex55_t_k_recalc,289.824920418
m05_ex56_sst,2240.89949866
m05_ex56_sst_via_r2,2240.90882344
m05_ex56_sqe,2088.56699866
m05_ex56_ssr,     152.3325
m05_ex56_qm_reg,1044.28349933
m05_ex56_qm_res,21.7617857143
m05_ex56_F_anova,47.9870316269
m05_ex56_F_r2,47.9872458737
m05_ex56_r2_recalc,0.932021717131
m05_ex56_r2adj_recalc,0.912599714286
m05_ex56_ser_recalc,4.66495291662
m05_ex56_sy2,248.988833184
m05_ex56_t_C,0.328802087241
m05_ex56_t_T,-2.92468173032
m05_ex56_t_Y, 6.8094929015
m05_ex56_p_C,0.751923299816
m05_ex56_p_T,0.0221916083643
m05_ex56_p_Y,0.000251032777437
m05_ex56_p_F,8.19022274908e-05
m05_ex56_Fcrit10_2_7,3.25744205109
m05_ex56_Fcrit10_2_inf,2.30258509299
m05_ex56_tcrit_7_bi10,1.89457860509
m05_ex56_tcrit_8_bi10,1.85954803753
m05_ex56_tcrit_7_bi05,2.36462425159
m05_ex56_loglik_recalc,-27.8067880258
m05_ex56_aic_ev,     6.161358
m05_ex56_sc_ev, 6.2521335279
m05_ex56_hq_ev,6.06177746715
m05_ex56_aic_greene,3.32348053876
m05_ex56_bic_greene,3.41425606666
m05_ex56_menos2ll_n,     5.561358
m05_ex62_Fcrit05_1_inf,3.84145882069
m05_ex62_p_min,0.162586850726
m05_ex62_Fcrit05_4_103,2.45991968652
m05_ex62_t_abs,1.39642400438
m05_p1q1_sst,886.904978758
m05_p1q1_sqe,305.633278758
m05_p1q1_qm_reg,33.9592531954
m05_p1q1_qm_res,0.139896919374
m05_p1q1_F_anova,242.744824884
m05_p1q1_r2_recalc,0.344606565617
m05_p1q1_r2adj_recalc,0.343186975307
m05_p1q1_s_recalc,0.374027966032
m05_sl05_t_pd,0.306479478671
m05_sl05_rparc_ps_r2,0.330935251799
m05_sl05_rparc_ps_t,0.331412402084
m05_sl05_rparc_ps_F,0.331031506258
m05_sl05_aic_nlogit, 3.3078786933
m05_sl05_amemiya,3.31870431706
